http://en.escambray.cu,Escambray – ENGLISH EDITION,Escambray – ENGLISH EDITION,en
http://tribuna.cu,Tribuna de La Habana,Tribuna de La Habana,
http://ahora.cu,Periódico ¡ahora!,Periódico ¡ahora!,
http://guerrillero.cu,"Portada - Periódico Guerrillero | Pinar del Río, Cuba","Portada - Periódico Guerrillero | Pinar del Río, Cuba",
http://invasor.cu,Periódico Invasor - Diario online de Ciego de Ávila - Portada,Periódico Invasor - Diario online de Ciego de Ávila - Portada,
http://ecured.cu,"HTTPSConnectionPool(host='ecured.cu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(""hostname 'ecured.cu' doesn't match 'www.ecured.cu'"")))"
http://venceremos.cu,Periódico Venceremos,Periódico Venceremos,
http://5septiembre.cu,5 de Septiembre. | Diario digital de Cienfuegos,Diario digital de Cienfuegos,es_ES
http://adelante.cu,"HTTPConnectionPool(host='adelante.cu', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10cd39c90>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))"
http://artemisadiario.cu,Sitio en Mantenimiento,Sitio en Mantenimiento,
http://elheraldo.co,"El Heraldo | Periódico con las últimas noticias de Barranquilla, la región Caribe, Colombia y el mundo. Actualizaciones las 24 horas.","El Heraldo | Periódico con las últimas noticias de Barranquilla, la región Caribe, Colombia y el mundo. Actualizaciones las 24 horas.",
http://oncubanews.com,OnCubaNews | On Paper · Online · On You,"Publicación norteamericana con corresponsalía permanente en La Habana. Puente de comunicación entre Cuba y Estados Unidos. Noticias de Cuba, Estados Unidos y el Mundo.",es_ES
http://havanatimes.org,Havana Times | open-minded writing from Cuba,"Havana Times – Open-minded writing from Cuba, Nicaragua, Venezuela and much of Latin America",en_US
http://jovencuba.com,La Joven Cuba,La Joven Cuba,es_ES
http://therealcuba.com,The Real Cuba,The Real Cuba,
http://hereishavana.com,Here is Havana,A blog written by the gringa next door,en_US
http://tvcubana.icrt.cu,"HTTPConnectionPool(host='tvcubana.icrt.cu', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10cbd5d90>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))"
http://radiohc.cu,Portada | Radio Habana Cuba | Emisora Internacional,Portada | Radio Habana Cuba | Emisora Internacional,
